date,desc,amount,cat,Debits and credits,Balance
27/10/19,Purchase Kopi-Tiam Spice Alley Chippendale AU,-2.5,Personal - Eating Out,($2.50),"$10,057.53 "
27/10/19,Purchase Kopi-Tiam Spice Alley Chippendale AU,-8.0,Personal - Eating Out,($8.00),"$10,060.03 "
27/10/19,Purchase Kyo-To Spice Alley Chippendale AU,-27.0,Personal - Eating Out,($27.00),"$10,068.03 "
27/10/19,Purchase Alex Lee Kitchen Chippendale AU,-16.9,Personal - Eating Out,($16.90),"$10,095.03 "
27/10/19,Purchase SpiceAlley Hong KongD Chippendale AU,-6.0,Personal - Eating Out,($6.00),"$10,111.93 "
27/10/19,Purchase SpiceAlley Hong KongD Chippendale AU,-19.6,Personal - Eating Out,($19.60),"$10,117.93 "
27/10/19,Purchase Kyo-To Spice Alley Chippendale AU,-27.6,Personal - Eating Out,($27.60),"$10,137.53 "
27/10/19,Purchase COLES EXPRESS 1698 ULTIMO AUS,-30.0,Personal - Groceries,($30.00),"$10,165.13 "
27/10/19,Purchase KMART ONLINE 03 AUS,-105.0,Personal - Family,($105.00),"$10,195.13 "
26/10/19,Purchase Otto Ristorante WoolloomoolooAU,-175.0,Personal - Skye,($175.00),"$10,300.13 "
26/10/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-4.8,Personal - Groceries,($4.80),"$10,475.13 "
25/10/19,ATM withdrawal POTTS POINT BRANCH 1 POTTS POINT NS,-500.0,Personal - Skye,($500.00),"$10,479.93 "
25/10/19,Purchase SMP*Zaida Cafe Pty Ltd Surry Hills AUS,-12.5,Personal - Lunch,($12.50),"$10,979.93 "
25/10/19,Purchase WW METRO 1256 SURRY HILLS AU,-33.05,Personal - Groceries,($33.05),"$10,992.43 "
24/10/19,Purchase WOOLWORTHS 1474 REDFERN AU,-26.55,Personal - Groceries,($26.55),"$11,025.48 "
24/10/19,Purchase SQ *BLOC145 Redfern AUS,-8.0,Personal - Coffee,($8.00),"$11,052.03 "
24/10/19,Purchase Fountain Cafe Alexandria AU,-20.5,Expense - Office Supplies,($20.50),"$11,060.03 "
22/10/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-49.05,Personal - Groceries,($49.05),"$11,080.53 "
22/10/19,Purchase WOOLWORTHS 1474 REDFERN AU,-53.81,Personal - Groceries,($53.81),"$11,129.58 "
22/10/19,Direct debit to SYDNEY WATER,-294.36,Expense - Utilities,($294.36),"$11,183.39 "
20/10/19,Purchase COPPOLA PIZZA REFERN NSW,-48.0,Personal - Entertainment,($48.00),"$11,477.75 "
19/10/19,Purchase Bank Hotel Newtown AU,-15.8,Personal - Alcohol,($15.80),"$11,525.75 "
19/10/19,Purchase Bank Hotel Newtown AU,-55.2,Personal - Alcohol,($55.20),"$11,541.55 "
19/10/19,Purchase Bank Hotel Newtown AU,-25.0,Personal - Alcohol,($25.00),"$11,596.75 "
19/10/19,Purchase Bank Hotel Newtown AU,-11.0,Personal - Drinking Out,($11.00),"$11,621.75 "
19/10/19,Purchase Bank Hotel Newtown AU,-7.9,Personal - Drinking Out,($7.90),"$11,632.75 "
19/10/19,Purchase Bank Hotel Newtown AU,-31.3,Personal - Drinking Out,($31.30),
19/10/19,Purchase Bank Hotel Newtown AU,-7.9,Personal - Drinking Out,($7.90),"$11,671.95 "
19/10/19,Purchase Bank Hotel Newtown AU,-15.8,Personal - Drinking Out,($15.80),"$11,679.85 "
19/10/19,Purchase TAXI COMBINED 13222 Sydney AU,-22.47,Expense - Travel,($22.47),"$11,695.65 "
18/10/19,Direct debit to SDN Redfern Chil,-1082.5,Personal - Childcare,"($1,082.50)","$11,718.12 "
18/10/19,Purchase DAISO CHIPPENDALE NSW,-22.6,Personal - Groceries,($22.60),"$12,800.62 "
18/10/19,Purchase COPPOLA PIZZA REFERN NSW,-44.0,Personal - Entertainment,($44.00),"$12,823.22 "
18/10/19,Purchase TELSTRA BILL PAYMNT MELBOURNE VIC,-253.0,Expense - Phone & Internet,($253.00),"$12,867.22 "
18/10/19,Purchase The Strand Hotel Darlinghurst NSW,-18.2,Personal - Lunch,($18.20),"$13,120.22 "
18/10/19,Purchase EVENT CINEMAS GEORGE SYDNEY,-28.0,Personal - Entertainment,($28.00),"$13,138.42 "
18/10/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-173.7,Personal - Childcare,($173.70),"$13,166.42 "
18/10/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3X65TQX6S79NDD7X 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$13,340.12 "
17/10/19,Purchase WOOLWORTHS 1474 REDFERN AU,-46.1,Personal - Groceries,($46.10),"$13,500.12 "
17/10/19,Direct credit from HEALEY WARD Funds trns,1500.0,Account Transfer (In),"$1,500.00 ","$13,546.22 "
17/10/19,Transfer to Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3X8CWNH45YHJDNVL SHW,-1500.0,Mortgage,"($1,500.00)","$12,046.22 "
17/10/19,Purchase TARGET 5286 GLEBE AUS,-118.0,Expense - Professional Development,($118.00),"$13,546.22 "
17/10/19,Purchase PAYPAL *SPOTIFY 35314369001 GBR,-11.99,Expense - Subscriptions & Software Licences,($11.99),"$13,664.22 "
17/10/19,Cross border fee PAYPAL *SPOTIFY 35314369001 GBR,-0.1,Fees,($0.10),"$13,676.21 "
16/10/19,Purchase Assembly Bar Sydney NSW,-11.0,Personal - Drinking Out,($11.00),"$13,676.31 "
16/10/19,Purchase Assembly Bar Sydney NSW,-29.0,Personal - Drinking Out,($29.00),"$13,687.31 "
16/10/19,Purchase PK TRADE PTY LTD DARLINGHURST NSW,-50.0,Expense - Meeting,($50.00),"$13,716.31 "
16/10/19,Purchase SMP*Kennys Pork Rolls Darlinghurst AUS,-11.51,Personal - Lunch,($11.51),"$13,766.31 "
16/10/19,Purchase CITYOFSYDNEY PARKING SYDNEY,-5.8,Expense - Travel - Parking,($5.80),"$13,777.82 "
16/10/19,Purchase CITY OF SYDNEY OBG SYDNEY NSW,-17.06,Expense - Travel - Parking,($17.06),"$13,783.62 "
16/10/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),"$13,800.68 "
16/10/19,Purchase RELISH FOOD CO. PTY. L SURRY HILLS,-15.0,Personal - Skye,($15.00),"$13,907.99 "
15/10/19,Purchase REUBEN HILLS PTY LTD SURRY HILLS NSW,-3.55,Personal - Skye,($3.55),"$13,922.99 "
15/10/19,Purchase DAN MURPHYS 1879 ALEXANDRIA NSW,-188.95,Personal - Alcohol,($188.95),"$13,926.54 "
15/10/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-45.14,Personal - Groceries,($45.14),"$14,115.49 "
15/10/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-6.43,Personal - Groceries,($6.43),"$14,160.63 "
14/10/19,Purchase ALDI STORES - WATERLOO WATERLOO,-248.92,Personal - Groceries,($248.92),"$14,167.06 "
13/10/19,Purchase SMP*Zaida Cafe Pty Ltd Surry Hills AUS,-12.5,Personal - Lunch,($12.50),"$14,415.98 "
13/10/19,Purchase Q BEE NAILS SALON Redfern NSW,-40.0,Personal - Skye,($40.00),"$14,428.48 "
13/10/19,Purchase LUNA PARK SYDNEY PL MILSONS POINT,-110.64,Personal - Family,($110.64),"$14,468.48 "
12/10/19,Purchase WOOLWORTHS 1474 REDFERN AU,-50.16,Personal - Groceries,($50.16),"$14,579.12 "
12/10/19,Purchase Fountain Cafe Alexandria AU,-15.5,Expense - Office Supplies,($15.50),"$14,629.28 "
12/10/19,Transfer to Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3XCGVT5PF5PCNNLQ SHW mortgage,-3000.0,Mortgage,"($3,000.00)","$14,644.78 "
11/10/19,Direct credit from TMRW Music Pty L MINISTRY OF SOUND,16760.0,Income,"$16,760.00 ","$17,644.78 "
11/10/19,Purchase WOOLWORTHS 1474 REDFERN AU,-62.87,Personal - Groceries,($62.87),$884.78 
10/10/19,Transfer to Allen Madden BSB 062231 Account 010162164 RCPT: 3XRQBVL9SZ922R2R XR Ben Ward Welcome to Country,-300.0,Expense - Greenups,($300.00),$947.65 
9/10/19,BPAY Payment - BPAY Ext GenClr BILLER: 7500 CRN: 1385368 RCPT: MEB201910096123003661,-707.9,Expense - Rates,($707.90),"$1,247.65 "
9/10/19,Purchase THE OLD CLARE HOTEL CHIPPENDALE NSW,-26.0,Personal - Drinking Out,($26.00),"$1,955.55 "
9/10/19,Purchase THE OLD CLARE HOTEL CHIPPENDALE NSW,-26.39,Personal - Drinking Out,($26.39),"$1,981.55 "
9/10/19,Purchase BREADFERN PTY LTD REDFERN,-31.2,Personal - Groceries,($31.20),"$2,007.94 "
8/10/19,Direct credit from SCNDL Deposit for SCNDL,660.0,Income,$660.00 ,"$2,039.14 "
8/10/19,Purchase REDFERN FRUIT MARKET REDFERN AU,-66.33,Personal - Groceries,($66.33),"$1,379.14 "
7/10/19,Purchase SQ *ARTIFICER SPECIALT Surry Hills AUS,-8.5,Personal - Coffee,($8.50),"$1,445.47 "
7/10/19,Purchase BREADFERN PTY LTD REDFERN,-7.0,Personal - Coffee,($7.00),"$1,453.97 "
7/10/19,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 49.33 AUD + cashout of 106.00 AUD),-155.33,Personal - Groceries,($155.33),"$1,460.97 "
5/10/19,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 66.00 AUD + cashout of 100.00 AUD),-166.0,Personal - Cash Out,($166.00),"$1,616.30 "
5/10/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XRXSZ76435M9B8T 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$1,782.30 "
5/10/19,Purchase AMBOURS HARDWARE SREDFERN AU,-12.4,Personal - House,($12.40),"$1,942.30 "
5/10/19,Transfer to Pin Athwal BSB 062000 Account 014663311 RCPT: 3XXMX2HWJ266RPKR Rapinderpal Singh Athwal,-50.0,Personal,($50.00),"$1,954.70 "
5/10/19,Purchase PAYPAL *MICROSOFT OFFI 4029357733 AUS,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$2,004.70 "
4/10/19,Direct debit to SDN Redfern Chil,-782.5,Personal - Childcare,($782.50),"$2,017.70 "
4/10/19,Direct debit to DEBITSSUCESSDF,-9.9,Expense - Travel,($9.90),"$2,800.20 "
4/10/19,Purchase The George Waterloo NSW,-6.4,Personal - Drinking Out,($6.40),"$2,810.10 "
4/10/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-173.7,Personal - Childcare,($173.70),"$2,816.50 "
2/10/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),"$2,990.20 "
2/10/19,Purchase TICKET SOLUTIONS-OZTIX WOOLLOONGABBA,-52.1,Expense - Professional Development,($52.10),"$3,097.51 "
1/10/19,Purchase COPPOLA PIZZA REFERN NSW,-92.0,Personal - Entertainment,($92.00),"$3,149.61 "
1/10/19,Purchase WOOLWORTHS 1669 SURRY HILLS NSW,-15.71,Personal - Groceries,($15.71),"$3,241.61 "
1/10/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-45.15,Personal - Groceries,($45.15),"$3,257.32 "
1/10/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-45.95,Personal - Groceries,($45.95),"$3,302.47 "
1/10/19,Direct credit from Skye Healey Ward LOAN REPAYMENT,3000.0,Account Transfer (In),"$3,000.00 ","$3,348.42 "
1/10/19,Direct entry dishonour fee  - Telstra DDebit $119.00,-10.0,Fees,($10.00),$348.42 
30/9/19,Purchase THE TUDOR REDFERN REDFERN,-37.5,Personal - Drinking Out,($37.50),$358.42 
30/9/19,Purchase THE TUDOR REDFERN QPS REDFERN,-9.0,Personal - Drinking Out,($9.00),$395.92 
30/9/19,Purchase THE TUDOR REDFERN QPS REDFERN,-11.0,Personal - Drinking Out,($11.00),$404.92 
30/9/19,Purchase Rara Redfern Redfern NSW,-174.6,Personal - Eating Out,($174.60),$415.92 
30/9/19,Purchase COFFEE TEA ME PTYQPS REDFERN,-4.3,Personal - Skye,($4.30),$590.52 
30/9/19,Purchase COFFEE TEA ME PTYQPS REDFERN,-12.9,Personal - Skye,($12.90),$594.82 
30/9/19,Purchase Da Bang Coffee Surry Hills AU,-4.5,Personal - Skye,($4.50),$607.72 
29/9/19,Purchase THE TUDOR REDFERN QPS REDFERN,-16.0,Personal - Drinking Out,($16.00),$612.22 
29/9/19,Purchase CITYOFSYDNEY PARKING SYDNEY,-4.4,Expense - Travel - Parking,($4.40),$628.22 
29/9/19,Purchase CITYOFSYDNEY PARKING SYDNEY,-6.9,Expense - Travel - Parking,($6.90),$632.62 
29/9/19,Purchase CITYOFSYDNEY PARKING SYDNEY,-10.4,Expense - Travel - Parking,($10.40),$639.52 
28/9/19,Purchase WOOLWORTHS 1050 ALEXANDRIA NSW,-14.5,Personal - Groceries,($14.50),$649.92 
28/9/19,Purchase PAYPAL *ITUNESAPPST 4029357733 AUS,-4.49,Expense - Subscriptions & Software Licences,($4.49),$664.42 
28/9/19,Purchase PAYPAL *ADOBESYSTEM 4029357733 AUS,-21.99,Expense - Subscriptions & Software Licences,($21.99),$668.91 
28/9/19,Purchase COFFEE TEA ME PTYQPS REDFERN,-4.3,Personal - Skye,($4.30),$690.90 
27/9/19,Transfer from Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3XWLZPYRP4JST7VJ,500.0,Mortgage,$500.00 ,$695.20 
27/9/19,Purchase ABDULS RESTAURANT SURRY HILLS NSW,-12.0,Personal - Lunch,($12.00),$195.20 
27/9/19,Purchase SMP*Kennys Pork Rolls Darlinghurst AUS,-11.51,Personal - Lunch,($11.51),$207.20 
27/9/19,Purchase THE TUDOR REDFERN QPS REDFERN,-12.5,Personal - Drinking Out,($12.50),$218.71 
27/9/19,Purchase REUBEN HILLS PTY LTD SURRY HILLS NSW,-6.09,Personal - Skye,($6.09),$231.21 
27/9/19,Purchase RELISH FOOD CO. PTY. L SURRY HILLS,-15.0,Personal - Skye,($15.00),$237.30 
27/9/19,Purchase Fountain Cafe Alexandria AU,-9.1,Expense - Office Supplies,($9.10),$252.30 
26/9/19,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 47.28 AUD + cashout of 50.00 AUD),-97.28,Personal - Cash Out,($97.28),$261.40 
26/9/19,Purchase SMP*Zaida Cafe Pty Ltd Surry Hills AUS,-12.5,Personal - Lunch,($12.50),$358.68 
26/9/19,Purchase REUBEN HILLS PTY LTD SURRY HILLS NSW,-8.12,Personal - Skye,($8.12),$371.18 
26/9/19,Purchase PAYPAL *LINKEDIN 4029357733 AUS,-105.47,Expense - Subscriptions & Software Licences,($105.47),$379.30 
25/9/19,Purchase ALDI STORES - WATERLOO WATERLOO,-282.69,Personal - Groceries,($282.69),$484.77 
24/9/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XRHQD467YW76JW6 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),$767.46 
24/9/19,Transfer from Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3XQHBNNHYN79M5BL,500.0,Account Transfer (In),$500.00 ,$927.46 
24/9/19,Purchase UNI OF SYDNEY UNIN UNI OF SYDNEY NSW,-16.5,Personal,($16.50),$427.46 
24/9/19,Purchase HERO SUSHI HELENVALE SYDNEY NSW,-6.5,Personal - Lunch,($6.50),$443.96 
24/9/19,Purchase IKEA TEMPE TEMPE NSW,-24.45,Personal - Family,($24.45),$450.46 
24/9/19,Purchase Da Bang Coffee Surry Hills AU,-8.2,Personal - Skye,($8.20),$474.91 
24/9/19,Purchase Fountain Cafe Alexandria AU,-19.5,Expense - Office Supplies,($19.50),$483.11 
23/9/19,Purchase SAMI TOBACCONIST WATERLOO NSW,-6.5,Personal,($6.50),$502.61 
23/9/19,Purchase THE TUDOR REDFERN QPS REDFERN,-18.0,Personal - Drinking Out,($18.00),$509.11 
23/9/19,Purchase THE TUDOR REDFERN QPS REDFERN,-9.0,Personal - Drinking Out,($9.00),$527.11 
23/9/19,Purchase BREADFERN PTY LTD REDFERN,-8.0,Personal - Coffee,($8.00),$536.11 
23/9/19,Purchase BREADFERN PTY LTD REDFERN,-30.8,Personal - Coffee,($30.80),$544.11 
22/9/19,Purchase QUEENS SQUARE NEWS SYDNEY NSW,-13.2,Expense - Office Supplies,($13.20),$574.91 
22/9/19,Purchase TASTE BAKERY RESTAU SURRY HILLS,-8.0,Personal - Skye,($8.00),$588.11 
22/9/19,Purchase COFFEE TEA ME PTYQPS REDFERN,-20.2,Personal - Skye,($20.20),$596.11 
22/9/19,Purchase Hunters Corner Redfern AU,-4.0,Personal - Coffee,($4.00),$616.31 
21/9/19,Purchase Fratelli Alexandria Alexandria NSW,-14.08,Personal - Family,($14.08),$620.31 
21/9/19,Purchase Fratelli Alexandria Alexandria NSW,-21.13,Personal - Family,($21.13),$634.39 
21/9/19,Purchase WOOLWORTHS 1474 REDFERN AU,-33.82,Personal - Groceries,($33.82),$655.52 
21/9/19,Direct entry dishonour fee  - SDN Redfern Chil $626.00,-10.0,Fees,($10.00),$689.34 
20/9/19,Purchase Redfern Surf Club Alexandria AU,-17.0,Personal - Drinking Out,($17.00),$699.34 
20/9/19,Purchase Redfern Surf Club Alexandria AU,-10.0,Personal - Drinking Out,($10.00),$716.34 
20/9/19,Purchase Leadbelly Newtown Newtown NSW,-35.28,Personal - Alcohol,($35.28),$726.34 
20/9/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-173.7,Personal - Childcare,($173.70),$761.62 
20/9/19,Purchase -THE-ICONIC-*987000000 SURRY HILLS NSW,-61.94,Personal - Skye,($61.94),$935.32 
20/9/19,Purchase RELISH FOOD CO. PTY. L SURRY HILLS,-15.0,Personal - Skye,($15.00),$997.26 
20/9/19,Purchase COFFEE TEA ME PTY REDFERN AU,-21.2,Personal - Skye,($21.20),"$1,012.26 "
20/9/19,Purchase REUBEN HILLS PTY LTD SURRY HILLS NSW,-4.57,Personal - Skye,($4.57),"$1,033.46 "
19/9/19,Purchase Da Bang Coffee Surry Hills AU,-8.2,Personal - Skye,($8.20),"$1,038.03 "
18/9/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),"$1,046.23 "
18/9/19,Purchase INGOGO LTD SYDNEY NSW,-32.02,Expense - Travel - Taxis,($32.02),"$1,153.54 "
18/9/19,Purchase RIVERSDALE PUB CO NO BALMAIN,-94.9,Personal - Eating Out,($94.90),"$1,185.56 "
17/9/19,Refund WOOLWORTHS 1474 REDFERN NSW,15.0,Personal - Groceries,$15.00 ,"$1,280.46 "
17/9/19,Purchase DAN MURPHYS 1879 ALEXANDRIA NSW,-234.7,Personal - Alcohol,($234.70),"$1,265.46 "
17/9/19,Purchase WOOLWORTHS 1669 SURRY HILLS NSW,-18.87,Personal - Groceries,($18.87),"$1,500.16 "
17/9/19,Purchase COFFEE TEA ME PTYQPS REDFERN,-10.6,Personal - Skye,($10.60),"$1,519.03 "
17/9/19,Purchase ALDI STORES - WATERLOO WATERLOO,-115.51,Personal - Groceries,($115.51),"$1,529.63 "
17/9/19,Transfer from Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: FTRMHD73RMX3PB8N tfr4 buffer for cashflow,1000.0,Account Transfer (In),"$1,000.00 ","$1,645.14 "
15/9/19,Purchase THE TUDOR REDFERN QPS REDFERN,-15.0,Personal - Drinking Out,($15.00),$645.14 
15/9/19,Purchase GOOGLE*GOOGLE SYDNEY AUS,-3.99,Expense - Subscriptions & Software Licences,($3.99),$660.14 
15/9/19,Purchase LIV*ROSSO POMODORO BALMAIN AU,-87.0,Personal - Eating Out,($87.00),$664.13 
15/9/19,Purchase The George Waterloo NSW,-55.0,Personal - Drinking Out,($55.00),$751.13 
15/9/19,Purchase SQ *THEATRE BAR 2 Newtown AUS,-20.0,Personal - Drinking Out,($20.00),$806.13 
15/9/19,Purchase BLOODHOUND DARLINGHQPS DARLINGHURST,-9.12,Expense - Meeting,($9.12),$826.13 
15/9/19,Purchase GOOGLE*GOOGLE SYDNEY AUS,-3.99,Expense - Subscriptions & Software Licences,($3.99),$835.25 
14/9/19,Purchase Fountain Cafe Alexandria AU,-15.5,Expense - Office Supplies,($15.50),$839.24 
13/9/19,Purchase WOOLWORTHS 1474 REDFERN AU,-31.82,Personal - Groceries,($31.82),$854.74 
13/9/19,Purchase Hunters Corner Redfern AU,-31.3,Expense - Office Supplies,($31.30),$886.56 
13/9/19,Purchase RELISH FOOD CO. PTY. L SURRY HILLS,-15.0,Personal - Skye,($15.00),$917.86 
13/9/19,Purchase ENJOY HEALTH AND FITNE SURRY HILLS,-3.9,Personal - Skye,($3.90),$932.86 
12/9/19,Purchase WOOLWORTHS 1474 REDFERN AU,-59.44,Personal - Groceries,($59.44),$936.76 
12/9/19,Purchase INGOGO LTD SYDNEY NSW,-17.96,Expense - Travel - Taxis,($17.96),$996.20 
12/9/19,Purchase REUBEN HILLS PTY LTD SURRY HILLS NSW,-13.2,Personal - Skye,($13.20),"$1,014.16 "
12/9/19,Purchase CNX PTY LTD SYDNEY AU,-60.0,Personal - Health & Wellbeing,($60.00),"$1,027.36 "
10/9/19,Purchase WOOLWORTHS 1474 REDFERN AU,-42.77,Personal - Groceries,($42.77),"$1,087.36 "
9/9/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XDN4L488F5RFJQB 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$1,130.13 "
7/9/19,Purchase Town Hall Hotel Newtown NSW,-19.5,Personal - Alcohol,($19.50),"$1,290.13 "
7/9/19,ATM withdrawal WESTPACREDFERN OS REDFERN 2 AU,-200.0,Personal - Cash Out,($200.00),"$1,309.63 "
6/9/19,Purchase Enmore Theatre Pty Lt Enmore AU,-25.5,Personal - Entertainment,($25.50),"$1,509.63 "
6/9/19,Purchase Enmore Theatre Pty Lt Enmore AU,-18.3,Personal - Entertainment,($18.30),"$1,535.13 "
6/9/19,Direct debit to SDN Redfern Chil,-626.0,Personal - Childcare,($626.00),"$1,553.43 "
6/9/19,Purchase SYDNEY OPERA HOUSE TRU SYDNEY NSW,-166.5,Personal - Entertainment,($166.50),"$2,179.43 "
6/9/19,Purchase PAYPAL *JB HI-FI 4029357733 AUS,-199.0,Expense - Office IT,($199.00),"$2,345.93 "
6/9/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-132.41,Personal - Childcare,($132.41),"$2,544.93 "
4/9/19,Transfer to Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3XS2ZXNM7H56KPVV SHW mortgage,-1000.0,Mortgage,"($1,000.00)","$2,677.34 "
4/9/19,Transfer to Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3XSXXQN5VRRC8W3W,-2000.0,Mortgage,"($2,000.00)","$3,677.34 "
4/9/19,Purchase PAYPAL *MICROSOFT OFFI 4029357733 AUS,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$5,677.34 "
4/9/19,Purchase GM CABS PTY LTD MASCOT,-17.85,Expense - Travel - Taxis,($17.85),"$5,690.34 "
4/9/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),"$5,708.19 "
4/9/19,Purchase OSCILLATE WILDLY NEWTOWN NSW,-631.0,Personal - Eating Out,($631.00),"$5,815.50 "
3/9/19,Direct credit from HEALEY WARD SHW mortgage,2000.0,Account Transfer (In),"$2,000.00 ","$6,446.50 "
3/9/19,Purchase WOOLWORTHS 1474 REDFERN AU,-35.9,Personal - Groceries,($35.90),"$4,446.50 "
3/9/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-86.46,Personal - Groceries,($86.46),"$4,482.40 "
3/9/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-3.65,Personal - Groceries,($3.65),"$4,568.86 "
3/9/19,Purchase REDFERN FRUIT MARKET REDFERN AU,-74.48,Personal - Groceries,($74.48),"$4,572.51 "
3/9/19,Purchase Fountain Cafe Alexandria AU,-24.5,Expense - Office Supplies,($24.50),"$4,646.99 "
31/8/19,Purchase Fratelli Alexandria Alexandria NSW,-66.4,Personal - Eating Out,($66.40),"$4,671.49 "
28/8/19,Direct debit to Telstra DDebit,-119.0,Expense - Phone & Internet,($119.00),"$4,737.89 "
26/8/19,Direct credit from HEALEY WARD SHW mortgage,1000.0,Account Transfer (In),"$1,000.00 ","$4,856.89 "
25/8/19,Purchase ENERGYAUSTRALIA PTY LT MELBOURNE,-1042.88,Expense - Utilities,"($1,042.88)","$3,856.89 "
24/8/19,Account withdrawal,-4687.56,UNKNOWN,"($4,687.56)","$4,899.77 "
23/8/19,Direct debit to SDN Redfern Chil,-800.0,Personal - Childcare,($800.00),"$9,587.33 "
23/8/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3X7WNLHGHWPMMBTG 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$10,387.33 "
23/8/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-108.36,Personal - Childcare,($108.36),"$10,547.33 "
23/8/19,Purchase BLACKSMITHS SURRY HI SURRY HILLS NSW,-14.6,Personal - Skye,($14.60),"$10,655.69 "
23/8/19,Purchase COFFEE TEA ME PTYQPS REDFERN,-4.3,Personal - Skye,($4.30),"$10,670.29 "
22/8/19,Direct debit to SYDNEY WATER,-294.36,Expense - Utilities,($294.36),"$10,674.59 "
21/8/19,Transfer to Benjamin Ward BSB 112879 Account 099143271 RCPT: 3X49CNSYZRVPXTQH,-5000.0,Mortgage,"($5,000.00)","$10,968.95 "
21/8/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),"$15,968.95 "
21/8/19,Purchase COFFEE TEA ME PTYQPS REDFERN,-4.3,Personal - Skye,($4.30),"$16,076.26 "
20/8/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-55.8,Personal - Groceries,($55.80),"$16,080.56 "
17/8/19,ATM withdrawal WESTPACELZ ST STH OS SYDNEY 2 AU,-200.0,Personal - Cash Out,($200.00),"$16,136.36 "
17/8/19,Purchase WOOLWORTHS LIQUOR 1442 MASCOT NSW,-100.2,Expense - Greenups,($100.20),"$16,336.36 "
12/8/19,Purchase ALDI STORES - WATERLOO WATERLOO,-161.7,Personal - Groceries,($161.70),"$16,436.56 "
9/8/19,Direct debit to SDN Redfern Chil,-890.0,Personal - Childcare,($890.00),"$16,598.26 "
9/8/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-254.33,Personal - Childcare,($254.33),"$17,488.26 "
8/8/19,Transfer to Julia Ward BSB 923100 Account 032963985 RCPT: 3XRZT5F37MKB86WV Jig Dan Wedding repay,-545.0,Personal,($545.00),"$17,742.59 "
7/8/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XGRQ7CFWVK7JHW9 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$18,287.59 "
7/8/19,Transfer to Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3XQXDVZ55MG4CHN2 SHW,-1500.0,Mortgage,"($1,500.00)","$18,447.59 "
7/8/19,Purchase Lotus Dumpling Bar Dawes Point NSW,-129.9,Personal - Skye,($129.90),"$19,947.59 "
7/8/19,Purchase TWC RPT The Rocks NSW,-12.5,Personal - Entertainment,($12.50),"$20,077.49 "
